Sample.ID,Plant.ID,SpCode,LatinName,Layer,Life.Form,Harvest.Date,Processing.Date,Site,GPS.lat,GPS.long,Canopy,Rocks,Slope,Humus.depth,Reprod.stage,Veg.Ht,Reprod.Ht,Root.Loca,Min.Root.Loca,Max.Root.Loca,Storage.Organ,Nb.leaves,Nb.leaflets,Leaf.tot.area(cm2),Leaf.tot.wet.weight(g),Leaf.tot.dry.weight(g),Petiol.wet.weight(g),Petiol.dry.weight(g),Support.dry.weight(g),Reprod.dry.weight(g),Storage.dry.weight(g),Total.dry.weight(g),Lamina.thck(?m),Vein.thck(?m),LMA(g/cm2),LDMC(g/g),Leaf.Area(cm2),Leaf.Mass.Frac,Supp.Mass.Frac,Rep.Mass.Frac,Stor.Mass.Frac,Fine.Root.Diam(mm),SRL(cm/mg),Myc.Frac(sp.average),Note,
422,EPHE8,EPHE,Epipactis_helleborine,Understory,Forb,13-07-2016,14-07-2016,Mont Bellevue,271203,5028980,ClosedM,yes,midhill,1,2,19.5,18,5,5,5,rhizome,7,NA,50.5,0.966,0.129,0,0,0.151,0.0656,0.0308,0.3764,112.67,221.67,0.0026,0.134,7.21,0.34,0.4,0.17,0.08,NA,NA,NA,,
1,ERAM1,ERAM,Erythronium_americanum,Understory,Forb,02-05-2016,03-05-2016,Johnville,NA,NA,ClosedF,no,bottomhill,4,0,NA,NA,5,5,5,bulb,1,NA,8.7,0.25,0.025,0,0,0.0073,0,0.0193,0.0515,315,351.33,0.0029,0.1,8.67,0.48,0.14,0,0.37,0.4002,13.867945,NA,,
14,ERAM10,ERAM,Erythronium_americanum,Understory,Forb,04-05-2016,05-05-2016,Johnville,NA,NA,ClosedF,no,flat,16,0,3.5,NA,5,5,5,bulb,1,NA,9,0.27,0.031,0,0,0.0052,0,0.0363,0.0726,342.5,435,0.0034,0.115,9.03,0.43,0.07,0,0.5,0.4391,14.293086,NA,,
9,ERAM2,ERAM,Erythronium_americanum,Understory,Forb,03-05-2016,04-05-2016,Johnville,NA,NA,ClosedF,no,bottomhill,3,0,4.5,NA,1,1,1,bulb,1,NA,17.3,0.59,0.061,0,0,0.0044,0,0.0365,0.1018,372.5,491.67,0.0035,0.103,17.28,0.6,0.04,0,0.36,0.51,11.141602,NA,,
7,ERAM3,ERAM,Erythronium_americanum,Understory,Forb,03-05-2016,04-05-2016,Johnville,NA,NA,ClosedM,no,flat,4,0,8.5,NA,4,4,4,bulb,1,NA,11.2,0.31,0.034,0,0,0.0059,0,0.0239,0.0642,316,384.67,0.0031,0.111,11.2,0.54,0.09,0,0.37,0.4595,13.147713,NA,,
4,ERAM4,ERAM,Erythronium_americanum,Understory,Forb,03-05-2016,04-05-2016,Johnville,NA,NA,ClosedF,no,flat,8,0,5.5,NA,1,1,1,bulb,1,NA,13.1,0.42,0.041,0,0,0.0058,0,0.0127,0.0591,401.5,454.67,0.0031,0.097,13.07,0.69,0.1,0,0.21,0.2311,11.614474,NA,,
5,ERAM5,ERAM,Erythronium_americanum,Understory,Forb,03-05-2016,04-05-2016,Johnville,NA,NA,ClosedF,no,tophill,1,2,6,9.5,4,4,4,bulb,2,NA,46.4,1.75,0.197,0,0,0.0367,0.0591,0.228,0.5208,431.63,592.17,0.0042,0.113,23.2,0.38,0.07,0.11,0.44,0.5299,10.003095,NA,,
18,ERAM6,ERAM,Erythronium_americanum,Understory,Forb,04-05-2016,05-05-2016,Johnville,NA,NA,ClosedF,no,midhill,9,0,8.5,NA,5,5,5,bulb,1,NA,32.2,1.07,0.127,0,0,0.0228,0,0,0.1498,397.25,483,0.0039,0.119,32.18,0.85,0.15,0,0,NA,NA,NA,No fine roots,
15,ERAM7,ERAM,Erythronium_americanum,Understory,Forb,04-05-2016,05-05-2016,Johnville,NA,NA,ClosedF,no,flat,3,0,7.5,NA,3,3,3,bulb,1,NA,12.8,0.49,0.044,0,0,0.0061,0,0.0436,0.0933,354.5,432.33,0.0034,0.089,12.76,0.47,0.07,0,0.47,0.4777,10.575752,NA,,
20,ERAM8,ERAM,Erythronium_americanum,Understory,Forb,04-05-2016,05-05-2016,Johnville,NA,NA,ClosedF,no,flat,2,0,6,NA,4,4,4,bulb,1,NA,4.1,0.11,0.013,0,0,0.0036,0,0.0102,0.027,313,343.67,0.0032,0.12,4.08,0.49,0.13,0,0.38,0.4035,13.817616,NA,,
12,ERAM9,ERAM,Erythronium_americanum,Understory,Forb,04-05-2016,05-05-2016,Johnville,NA,NA,ClosedF,no,flat,4,0,3.5,NA,5,5,5,bulb,1,NA,10.2,0.29,0.035,0,0,0.0078,0,0.037,0.0802,350.25,426.67,0.0035,0.122,10.24,0.44,0.1,0,0.46,0.4483,14.481745,NA,,
441,FAGR1,FAGR,Fagus_grandifolia,Canopy,Tree,14-07-2016,15-07-2016,Mont Bellevue,271685,5029759,GapF,yes,midhill,NA,0,NA,NA,NA,NA,NA,none,11,NA,488.5,4.2,1.88,0.114,0.045,0.846,0,NA,2.7712,81.17,403,0.0039,0.446,44.41,0.69,0.31,0,NA,NA,NA,NA,,
456,FAGR2,FAGR,Fagus_grandifolia,Canopy,Tree,26-07-2016,27-07-2016,Mont Bellevue,284940,5024750,GapF,no,tophill,,0,NA,NA,NA,NA,NA,none,17,NA,985.1,6.03,2.99,0.235,0.082,2.13,0,NA,5.2018,58.33,258.11,0.0031,0.49,57.95,0.59,0.41,0,NA,NA,NA,NA,,
500,FAGR3,FAGR,Fagus_grandifolia,Canopy,Tree,02-08-2016,03-08-2016,Mont Bellevue,NA,NA,GapF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,26,NA,1002.6,9.15,4.36,0.219,0.084,2.69,0,NA,7.1339,101.83,338.89,0.0044,0.474,38.56,0.62,0.38,0,NA,NA,NA,NA,,
499,FAGR4,FAGR,Fagus_grandifolia,Canopy,Tree,02-08-2016,03-08-2016,Mont Bellevue,NA,NA,GapF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,30,NA,1263.5,8.67,3.86,0.23,0.085,3.28,0,NA,7.2247,69.33,323.11,0.0031,0.443,42.12,0.55,0.45,0,NA,NA,NA,NA, ,
543,FAGR5,FAGR,Fagus_grandifolia,Canopy,Tree,10-08-2016,11-08-2016,Mont Bellevue,272518,5029582,GapF,no,flat,NA,0,NA,NA,NA,NA,NA,none,16,NA,883.3,6.02,2.79,0.264,0.091,1.58,0,NA,4.4608,72.92,495.89,0.0033,0.458,55.21,0.65,0.35,0,NA,NA,NA,NA,,
544,FAGR6,FAGR,Fagus_grandifolia,Canopy,Tree,10-08-2016,11-08-2016,Mont Bellevue,272518,5029582,GapF,no,flat,NA,0,NA,NA,NA,NA,NA,none,28,NA,1921.4,14.5,6.23,0.59,0.193,4.36,0,NA,10.783,77.42,459,0.0033,0.426,68.62,0.6,0.4,0,NA,NA,NA,NA,,
545,FAGR7,FAGR,Fagus_grandifolia,Canopy,Tree,10-08-2016,11-08-2016,Mont Bellevue,272518,5029582,GapF,no,flat,NA,0,NA,NA,NA,NA,NA,none,31,NA,1294.3,10.7,5.29,0.398,0.156,2.67,0,NA,8.116,85,280.67,0.0042,0.491,41.75,0.67,0.33,0,NA,NA,NA,NA,,
437,FRAM1,FRAM,Fraxinus_americana,Canopy,Tree,14-07-2016,15-07-2016,Mont Bellevue,271685,5029759,GapM,yes,flat,NA,0,NA,NA,NA,NA,NA,none,9,63,2311.1,31.1,12,4.19,1.7,3.89,0,NA,17.59,134.08,579.67,0.0059,0.388,256.78,0.78,0.22,0,NA,NA,NA,0.86,,
442,FRAM2,FRAM,Fraxinus_americana,Canopy,Tree,14-07-2016,15-07-2016,Mont Bellevue,271685,5029759,GapM,yes,flat,NA,0,NA,NA,NA,NA,NA,none,6,42,1639.2,20.1,8,3.52,1.36,0.415,0,NA,9.775,119.25,479.67,0.0057,0.396,273.21,0.96,0.04,0,NA,NA,NA,0.86,,
436,FRAM3,FRAM,Fraxinus_americana,Canopy,Tree,14-07-2016,15-07-2016,Mont Bellevue,271685,5029759,GapM,yes,flat,NA,0,NA,NA,NA,NA,NA,none,6,51,1607.6,18.8,7.59,2.55,1.08,0.249,0,NA,8.919,121.42,414.89,0.0054,0.406,267.93,0.97,0.03,0,NA,NA,NA,0.86,,
483,FRAM4,FRAM,Fraxinus_americana,Canopy,Tree,28-07-2016,29-07-2016,Mont Bellevue,271485,5029365,GapF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,8,49,1741.6,17,7.6,3.19,1.39,2.89,0,NA,11.88,76.75,398.44,0.0052,0.445,217.7,0.76,0.24,0,NA,NA,NA,0.86,,
474,FRAM5,FRAM,Fraxinus_americana,Canopy,Tree,28-07-2016,29-07-2016,Mont Bellevue,271711,5029244,GapF,NA,midhill,NA,0,NA,NA,NA,NA,NA,none,8,54,2101.3,21.7,8.8,4.41,1.84,8.4,0,NA,19.04,81.08,548.44,0.0051,0.408,262.66,0.56,0.44,0,NA,NA,NA,0.86,,
475,FRAM6,FRAM,Fraxinus_americana,Canopy,Tree,28-07-2016,29-07-2016,Mont Bellevue,271711,5029244,GapF,NA,midhill,NA,0,NA,NA,NA,NA,NA,none,8,49,1226.7,10.8,4.61,1.63,0.7,6.42,0,NA,11.73,74.5,324.67,0.0043,0.427,153.33,0.45,0.55,0,NA,NA,NA,0.86,,
476,FRAM7,FRAM,Fraxinus_americana,Canopy,Tree,28-07-2016,29-07-2016,Mont Bellevue,271774,5029189,GapF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,17,90,2470.8,18.1,7.18,4.42,1.76,3.78,0,NA,12.72,70.17,363.33,0.0036,0.397,145.34,0.7,0.3,0,NA,NA,NA,0.86,,
477,FRAM8,FRAM,Fraxinus_americana,Canopy,Tree,28-07-2016,29-07-2016,Mont Bellevue,271774,5029189,GapF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,14,109,3570.7,44,18.3,8.02,3.61,15.3,0,NA,37.21,102,492.78,0.0061,0.421,255.05,0.59,0.41,0,NA,NA,NA,0.86,,
623,FRNI1,FRNI,Fraxinus_nigra,Canopy,Tree,31-08-2016,31-08-2016,Bishops University,276854,5027908,OF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,72,NA,3878.6,52.2,20.5,10.6,4.08,19.7,0,NA,44.28,116.42,865.78,0.0063,0.391,53.87,0.56,0.44,0,NA,NA,NA,NA,Les manipulations se font la même journée que la récolte voir notes onglet species,
624,FRNI2,FRNI,Fraxinus_nigra,Canopy,Tree,31-08-2016,31-08-2016,Bishops University,276854,5027908,OF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,51,NA,2585,27,10.9,5.04,2.14,9.43,0,NA,22.47,105.92,476.67,0.005,0.407,50.69,0.58,0.42,0,NA,NA,NA,NA,Les manipulations se font la même journée que la récolte voir notes onglet species,
625,FRNI3,FRNI,Fraxinus_nigra,Canopy,Tree,31-08-2016,31-08-2016,Bishops University,276854,5027908,OF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,50,NA,2274.7,24.6,10.4,4.63,1.94,18.2,0,NA,30.54,121,474.22,0.0054,0.422,45.49,0.4,0.6,0,NA,NA,NA,NA,Les manipulations se font la même journée que la récolte voir notes onglet species,
626,FRNI4,FRNI,Fraxinus_nigra,Canopy,Tree,31-08-2016,31-08-2016,Bishops University,276854,5027908,OF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,52,NA,1677.4,29.3,5.68,3.26,1.15,11.5,0,NA,18.33,83.92,403.44,0.0041,0.21,32.26,0.37,0.63,0,NA,NA,NA,NA,Les manipulations se font la même journée que la récolte voir notes onglet species,
633,FRNI5,FRNI,Fraxinus_nigra,Canopy,Tree,01-09-2016,01-09-2016,Bishops University,276840,5027917,ClosedF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,56,NA,2132.4,23.5,10.4,3.83,1.67,13.4,0,NA,25.47,121.17,524.78,0.0057,0.442,38.08,0.47,0.53,0,NA,NA,NA,NA,Les manipulations se font la même journée que la récolte voir notes onglet species,
634,FRNI6,FRNI,Fraxinus_nigra,Canopy,Tree,01-09-2016,01-09-2016,Bishops University,276840,5027917,ClosedF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,81,NA,2410.3,26.1,11.4,4.16,1.89,14.3,0,NA,27.59,121.17,536.89,0.0055,0.439,29.76,0.48,0.52,0,NA,NA,NA,NA,Les manipulations se font la même journée que la récolte voir notes onglet species,
635,FRNI7,FRNI,Fraxinus_nigra,Canopy,Tree,01-09-2016,01-09-2016,Bishops University,276840,5027917,ClosedF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,83,NA,2664.5,31,13.3,5.77,2.35,10.9,0,NA,26.55,127.08,547.67,0.0059,0.426,32.1,0.59,0.41,0,NA,NA,NA,NA,Les manipulations se font la même journée que la récolte voir notes onglet species,
29,GAPR1,GAPR,Gaultheria_procumbens,Understory,Shrub,05-05-2016,06-05-2016,Johnville,NA,NA,ClosedM,no,bottomhill,16,0,8.5,NA,0,0,0,rhizome,8,NA,43.7,1.14,0.478,0,0,0.0991,0,NA,0.5771,285.83,421.11,0.0109,0.419,5.46,0.83,0.17,0,NA,0.1885,31.775484,NA,,
26,GAPR10,GAPR,Gaultheria_procumbens,Understory,Shrub,05-05-2016,06-05-2016,Johnville,NA,NA,ClosedM,no,midhill,15,0,7,NA,1,1,1,rhizome,6,NA,18.4,0.43,0.18,0,0,0.064,0,NA,0.244,287.83,346.11,0.0098,0.419,3.06,0.74,0.26,0,NA,0.2446,18.479308,NA,,
28,GAPR2,GAPR,Gaultheria_procumbens,Understory,Shrub,05-05-2016,06-05-2016,Johnville,NA,NA,ClosedM,no,bottomhill,19,0,10,NA,0,0,0,rhizome,9,NA,45.3,1.11,0.467,0,0,0.158,0,NA,0.625,324.08,439.11,0.0103,0.421,5.03,0.75,0.25,0,NA,0.177,36.890204,NA,,
30,GAPR3,GAPR,Gaultheria_procumbens,Understory,Shrub,05-05-2016,06-05-2016,Johnville,NA,NA,ClosedR,no,flat,17,0,9,NA,0,0,0,rhizome,3,NA,10.4,0.26,0.115,0,0,0.0402,0,NA,0.1552,304,381.44,0.0111,0.442,3.45,0.74,0.26,0,NA,0.2196,16.821538,NA,,
25,GAPR4,GAPR,Gaultheria_procumbens,Understory,Shrub,05-05-2016,06-05-2016,Johnville,NA,NA,ClosedM,no,flat,14,0,8,NA,0,0,0,rhizome,8,NA,30,0.71,0.298,0,0,0.0759,0,NA,0.3739,274.33,345.78,0.0099,0.42,3.75,0.8,0.2,0,NA,0.2072,26.616129,NA,,
22,GAPR5,GAPR,Gaultheria_procumbens,Understory,Shrub,05-05-2016,06-05-2016,Johnville,NA,NA,ClosedM,no,flat,21,0,6.5,NA,0,0,0,rhizome,9,NA,31,0.75,0.326,0,0,0.084,0,NA,0.41,291,355.11,0.0105,0.435,3.44,0.8,0.2,0,NA,0.2172,15.073091,NA,,
27,GAPR6,GAPR,Gaultheria_procumbens,Understory,Shrub,05-05-2016,06-05-2016,Johnville,NA,NA,GapF,no,flat,1,0,11,NA,1,1,1,rhizome,7,NA,51.8,1.32,0.563,0,0,0.134,0,NA,0.697,309.08,455.89,0.0109,0.427,7.4,0.81,0.19,0,NA,0.2952,7.127027,NA,,
24,GAPR7,GAPR,Gaultheria_procumbens,Understory,Shrub,05-05-2016,06-05-2016,Johnville,NA,NA,ClosedR,no,tophill,20,0,5.5,NA,0,0,0,rhizome,7,NA,33.5,0.83,0.349,0,0,0.0866,0,NA,0.4356,289.25,398.89,0.0104,0.42,4.79,0.8,0.2,0,NA,0.1928,27.585476,NA,,
23,GAPR8,GAPR,Gaultheria_procumbens,Understory,Shrub,05-05-2016,06-05-2016,Johnville,NA,NA,ClosedM,no,flat,12,0,6,NA,0,0,0,rhizome,9,NA,28.8,0.8,0.34,0,0,0.0823,0,NA,0.4223,337.67,409.89,0.0118,0.425,3.2,0.81,0.19,0,NA,0.2562,16.444961,NA,,
21,GAPR9,GAPR,Gaultheria_procumbens,Understory,Shrub,05-05-2016,06-05-2016,Johnville,NA,NA,ClosedF,no,flat,14,0,8,NA,0,0,0,rhizome,6,NA,24.7,0.57,0.245,0,0,0.0944,0,NA,0.3394,278.92,351.56,0.0099,0.43,4.12,0.72,0.28,0,NA,0.2551,13.875886,NA,,
311,GATE10,GATE,Galeopsis_tetrahit,Understory,Forb,28-06-2016,29-06-2016,Mont Mégantic - Chalet,335298,5034629,ClosedF,no,flat,12,0,21,NA,0,0,0,NA,8,NA,35.6,0.373,0.041,0,0,0.028,0,0,0.069,52.5,147.22,0.0012,0.11,4.45,0.59,0.41,0,0,0.2519,53.036615,0.69,,
240,GATE2,GATE,Galeopsis_tetrahit,Understory,Forb,20-06-2016,21-06-2016,Mont Mégantic - Chalet,335340,5034798,GapF,yes,midhill,10,0,17,NA,0,0,0,NA,10,NA,104.5,0.994,0.121,0,0,0.09,0,0,0.211,69.5,248.56,0.0012,0.122,10.45,0.57,0.43,0,0,0.246,67.65806,0.69,2 flush,
241,GATE3,GATE,Galeopsis_tetrahit,Understory,Forb,20-06-2016,21-06-2016,Mont Mégantic - Chalet,335340,5034798,GapF,yes,midhill,7,0,35.5,NA,0,0,0,NA,27,NA,191.3,1.95,0.245,0,0,0.203,0,0,0.448,91.25,340.22,0.0013,0.126,7.09,0.55,0.45,0,0,0.2314,51.315233,0.69,14 flush,
245,GATE4,GATE,Galeopsis_tetrahit,Understory,Forb,20-06-2016,21-06-2016,Mont Mégantic - Chalet,335295,5034754,GapF,yes,flat,8,0,15,NA,1,1,1,NA,9,NA,55,0.506,0.051,0,0,0.039,0,0,0.09,76,252.11,0.0009,0.101,6.11,0.57,0.43,0,0,0.2751,35.935895,0.69,2 flush,
273,GATE5,GATE,Galeopsis_tetrahit,Understory,Forb,21-06-2016,22-06-2016,Mont Mégantic - Chalet,335208,5034932,ClosedF,yes,midhill,25,0,16,NA,0,0,0,NA,6,NA,18.3,0.172,0.017,0,0,0.011,0,0,0.0278,82.58,193.44,0.0009,0.098,3.05,0.6,0.4,0,0,0.3059,36.582963,0.69,,
272,GATE6,GATE,Galeopsis_tetrahit,Understory,Forb,21-06-2016,22-06-2016,Mont Mégantic - Chalet,335208,5034932,ClosedF,yes,midhill,9,0,11,NA,1,1,1,NA,8,NA,34.1,0.367,0.032,0,0,0.0208,0,0,0.0531,124.33,235,0.0009,0.088,4.27,0.61,0.39,0,0,0.2901,33.1578,0.69,2 flush,
310,GATE7,GATE,Galeopsis_tetrahit,Understory,Forb,28-06-2016,29-06-2016,Mont Mégantic - Chalet,335298,5034629,ClosedF,yes,flat,4,0,17.5,NA,3,3,3,NA,8,NA,38,0.337,0.041,0,0,0.022,0,0,0.063,50.58,144.67,0.0011,0.122,4.76,0.65,0.35,0,0,0.2622,43.31181,0.69,,
309,GATE8,GATE,Galeopsis_tetrahit,Understory,Forb,28-06-2016,29-06-2016,Mont Mégantic - Chalet,335298,5034629,ClosedF,no,flat,7,0,18.5,NA,3,3,3,NA,6,NA,19.5,0.166,0.018,0,0,0.012,0,0,0.03,49.83,128,0.0009,0.108,3.25,0.6,0.4,0,0,0.2759,54.568084,0.69,,
324,GATE9,GATE,Galeopsis_tetrahit,Understory,Forb,28-06-2016,29-06-2016,Mont Mégantic - Chalet,335298,5034629,ClosedF,no,flat,5,0,25,NA,3/4,3,4,NA,10,NA,93.2,0.85,0.097,0,0,0.066,0,0,0.163,69.75,177.67,0.001,0.114,9.32,0.6,0.4,0,0,0.3042,40.265319,0.69,,
217,GATR1,GATR,Galium_triflorum,Understory,Forb,13-06-2016,14-06-2016,Johnville,284617,5025025,ClosedM,no,flat,11,2,6,NA,0,0,0,none,34,NA,22.8,0.192,0.02,0,0,0.014,0.001,0,0.035,66.2,109.63,0.0009,0.104,0.67,0.57,0.4,0.03,0,0.2692,17.017012,0.79,,
218,GATR2,GATR,Galium_triflorum,Understory,Forb,13-06-2016,14-06-2016,Johnville,284617,5025025,ClosedM,no,flat,13,0,17,NA,0,0,0,none,33,NA,25.7,0.222,0.027,0,0,0.017,0.003,0,0.047,73.3,120,0.0011,0.122,0.78,0.57,0.36,0.06,0,0.1942,45.716118,0.79,,
219,GATR3,GATR,Galium_triflorum,Understory,Forb,13-06-2016,14-06-2016,Johnville,284572,5025013,GapM,no,flat,2,2,17.5,17,4,4,4,none,58,NA,76.4,0.75,0.093,0,0,0.078,0.005,0,0.176,110.08,187,0.0012,0.124,1.32,0.53,0.44,0.03,0,0.1823,44.889595,0.79,,
373,GATR4,GATR,Galium_triflorum,Understory,Forb,04-07-2016,05-07-2016,Johnville,284265,5025068,ClosedF,no,flat,25,3,14,16,0,0,0,none,43,NA,34,0.282,0.04,0,0,0.0195,0.0147,0,0.0744,63.08,135,0.0012,0.143,0.79,0.54,0.26,0.2,0,0.2064,42.167397,0.79,,
562,GATR6,GATR,Galium_triflorum,Understory,Forb,15-08-2016,16-08-2016,Johnville,284381,5025153,ClosedM,yes,tophill,5,4,12,15,0,0,0,none,54,NA,40.1,0.438,0.081,0,0,0.0648,0.0388,0,0.1846,87.08,137.78,0.002,0.185,0.74,0.44,0.35,0.21,0,0.2117,46.51303,0.79,,
575,GATR7,GATR,Galium_triflorum,Understory,Forb,15-08-2016,16-08-2016,Johnville,284381,5025153,ClosedM,yes,tophill,1,4,4.5,6,1,1,1,none,76,NA,47.3,0.476,0.081,0,0,0.084,0.0553,0,0.2198,81.33,167,0.0017,0.169,0.62,0.37,0.38,0.25,0,0.2878,18.524219,0.79,,
539,HULU1,HULU,Huperzia_lucidula,Understory,Clubmoss,09-08-2016,10-08-2016,Johnville,284838,5024852,ClosedF,yes,tophill,7,4,12,10.5,2,2,2,rhizome,NA,NA,37.1,0.531,0.168,0,0,0.161,0,0,0.329,156.8,NA,0.0045,0.316,NA,0.51,0.49,0,0,0.3669,3.998057,0.89,,
541,HULU2,HULU,Huperzia_lucidula,Understory,Clubmoss,09-08-2016,10-08-2016,Johnville,284838,5024852,ClosedF,yes,tophill,6,4,10,9,3,3,3,rhizome,NA,NA,23.9,0.38,0.115,0,0,0.0702,0,0,0.1852,184.2,NA,0.0048,0.303,NA,0.62,0.38,0,0,0.3462,4.914846,0.89,,
547,HULU3,HULU,Huperzia_lucidula,Understory,Clubmoss,10-08-2016,11-08-2016,Mont Bellevue,272555,5029449,ClosedF,no,flat,6,4,10.5,10,1,1,1,rhizome,NA,NA,25.5,0.353,0.121,0,0,0.0742,0,0,0.1952,167.3,NA,0.0047,0.343,NA,0.62,0.38,0,0,0.4497,2.862748,0.89,,
549,HULU4,HULU,Huperzia_lucidula,Understory,Clubmoss,10-08-2016,11-08-2016,Mont Bellevue,272555,5029449,ClosedF,no,flat,25,0,8.5,NA,0,0,0,rhizome,NA,NA,29.9,0.414,0.116,0,0,0.0959,0,0,0.2119,139.2,NA,0.0039,0.28,NA,0.55,0.45,0,0,0.5469,2.161429,0.89,,
548,HULU5,HULU,Huperzia_lucidula,Understory,Clubmoss,10-08-2016,11-08-2016,Mont Bellevue,282506,5029516,ClosedF,no,flat,25,0,20,NA,0,0,0,rhizome,NA,NA,28.9,0.348,0.132,0,0,0.0687,0,0,0.2007,111.2,NA,0.0046,0.379,NA,0.66,0.34,0,0,0.304,8.393643,0.89,,
551,HULU6,HULU,Huperzia_lucidula,Understory,Clubmoss,10-08-2016,11-08-2016,Mont Bellevue,282506,5029516,ClosedF,no,flat,25,0,14,NA,0,0,0,rhizome,NA,NA,34.9,0.515,0.173,0,0,0.147,0,0,0.32,164.3,NA,0.005,0.336,NA,0.54,0.46,0,0,0.427,4.382615,0.89,,
576,HULU7,HULU,Huperzia_lucidula,Understory,Clubmoss,15-08-2016,16-08-2016,Johnville,284864,5025056,ClosedM,no,midhill,7,4,12,10,0,0,0,rhizome,NA,NA,NA,0.569,0.18,0,0,0.119,0,0,0.299,181.4,NA,NA,0.316,NA,0.6,0.4,0,0,0.402,5.60896,0.89,,
295,IMCA1,IMCA,Impatiens_capensis,Understory,Forb,22-06-2016,23-06-2016,Mont Mégantic - Chalet,335095,5034870,ClosedF,no,flat,25,0,17.5,NA,0,0,0,none,5,NA,29.9,0.19,0.017,0,0,0.011,0,0,0.028,NA,NA,0.0006,0.089,5.99,0.61,0.39,0,0,0.1711,20.046316,0.93,,
276,IMCA10,IMCA,Impatiens_capensis,Understory,Forb,21-06-2016,22-06-2016,Mont Mégantic - Chalet,335329,5034866,ClosedF,yes,midhill,10,0,19,NA,0,0,0,none,8,NA,69.7,0.624,0.055,0,0,0.0332,0,0,0.0886,98.17,329,0.0008,0.089,8.71,0.63,0.37,0,0,0.2949,53.448947,0.93,,
222,IMCA2,IMCA,Impatiens_capensis,Understory,Forb,16-06-2016,17-06-2016,Mont Mégantic - Chalet,335267,5034868,ClosedF,yes,flat,4,0,26,NA,1,1,1,none,9,NA,91.4,0.706,0.072,0,0,0.0407,0,0,0.1125,85.67,212.33,0.0008,0.102,10.16,0.64,0.36,0,0,0.3069,45.856045,0.93,2 flush,
221,IMCA3,IMCA,Impatiens_capensis,Understory,Forb,16-06-2016,17-06-2016,Mont Mégantic - Chalet,335267,5034879,ClosedF,yes,flat,25,0,19,NA,0,0,0,none,9,NA,62.6,0.515,0.042,0,0,0.0276,0,0,0.0696,79.92,166.22,0.0007,0.082,6.96,0.6,0.4,0,0,0.2673,33.937963,0.93,1 flush,
294,IMCA4,IMCA,Impatiens_capensis,Understory,Forb,22-06-2016,23-06-2016,Mont Mégantic - Chalet,335095,5034870,ClosedF,no,flat,3,0,22,NA,0,0,0,none,7,NA,NA,0.398,0.036,0,0,0.024,0,0,0.06,NA,NA,NA,0.09,NA,0.6,0.4,0,0,0.3367,32.421104,0.93,,
261,IMCA5,IMCA,Impatiens_capensis,Understory,Forb,21-06-2016,22-06-2016,Mont Mégantic - Chalet,335229,5034850,ClosedM,no,flat,25,0,18.5,NA,0,0,0,none,6,NA,25.1,0.262,0.022,0,0,0.0172,0,0,0.0394,50.5,129.11,0.0009,0.085,4.19,0.56,0.44,0,0,0.2608,61.341951,0.93,,
262,IMCA6,IMCA,Impatiens_capensis,Understory,Forb,21-06-2016,22-06-2016,Mont Mégantic - Chalet,335229,5034850,ClosedF,no,midhill,25,0,35,NA,0,0,0,none,12,NA,121.4,1.23,0.11,0,0,0.0942,0,0,0.2042,87.33,230,0.0009,0.089,10.11,0.54,0.46,0,0,0.3434,30.73103,0.93,,
259,IMCA7,IMCA,Impatiens_capensis,Understory,Forb,21-06-2016,22-06-2016,Mont Mégantic - Chalet,335168,5034894,ClosedF,yes,midhill,9,0,33,NA,0,0,0,none,11,NA,111.1,0.981,0.085,0,0,0.0693,0,0,0.1544,58.08,189.44,0.0008,0.087,10.1,0.55,0.45,0,0,0.2908,49.597838,0.93,,
260,IMCA8,IMCA,Impatiens_capensis,Understory,Forb,21-06-2016,22-06-2016,Mont Mégantic - Chalet,335168,5034894,ClosedF,yes,midhill,25,0,14,NA,0,0,0,none,6,NA,14.8,0.144,0.01,0,0,0.0049,0,0,0.0144,55.25,138.33,0.0006,0.066,2.47,0.66,0.34,0,0,0.2967,52.653557,0.93,,
277,IMCA9,IMCA,Impatiens_capensis,Understory,Forb,21-06-2016,22-06-2016,Mont Mégantic - Chalet,335329,5034866,ClosedM,yes,midhill,9,0,25,NA,0,0,0,none,7,NA,37.6,0.351,0.029,0,0,0.0188,0,0,0.0478,80.5,301.11,0.0008,0.083,5.37,0.61,0.39,0,0,0.2542,57.882105,0.93,,
283,LOCA1,LOCA,Lonicera_canadensis,Understory,Shrub,22-06-2016,23-06-2016,Mont Mégantic - Chalet,335139,5034864,ClosedF,no,flat,NA,0,125,NA,NA,NA,NA,NA,12,NA,240.4,2.37,0.64,0,0,0.395,0,NA,1.035,96.17,399.78,0.0027,0.27,20.03,0.62,0.38,0,NA,NA,NA,NA,,
